user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
1700,Salary_Splurger,0.569,0.421,2267.19,0.5
1701,Weekend_Impulse,0.57,0.458,1025.48,0.5
1702,Disciplined,0.342,0.694,574.3,0.4
1703,Emotional_Night,0.814,0.445,1199.21,0.6
1704,Disciplined,0.493,0.73,837.44,0.4
1705,Emotional_Night,0.768,0.22,245.55,0.6
1706,Emotional_Night,0.867,0.478,874.49,0.6
1707,Weekend_Impulse,0.546,0.595,684.45,0.5
1708,Salary_Splurger,0.768,0.475,1500.26,0.5
1709,Emotional_Night,0.725,0.253,531.84,0.6
1710,Weekend_Impulse,0.53,0.549,1063.03,0.5
1711,Weekend_Impulse,0.529,0.44,1164.51,0.5
1712,Disciplined,0.474,0.727,906.49,0.4
1713,Disciplined,0.404,0.75,673.83,0.4
1714,Weekend_Impulse,0.545,0.409,1029.73,0.5
1715,Weekend_Impulse,0.566,0.589,1488.07,0.5
1716,Weekend_Impulse,0.625,0.569,1136.46,0.5
1717,Weekend_Impulse,0.682,0.556,1074.79,0.5
1718,Salary_Splurger,0.742,0.525,1170.95,0.5
1719,Disciplined,0.368,0.671,910.8,0.4
1720,Emotional_Night,0.791,0.209,203.58,0.6
1721,Salary_Splurger,0.556,0.557,1973.61,0.5
1722,Emotional_Night,0.708,0.326,298.96,0.6
1723,Disciplined,0.428,0.663,728.66,0.4
1724,Salary_Splurger,0.772,0.507,735.02,0.5
1725,Salary_Splurger,0.64,0.437,1019.3,0.5
1726,Disciplined,0.379,0.624,835.88,0.4
1727,Disciplined,0.457,0.748,850.31,0.4
1728,Emotional_Night,0.86,0.209,571.7,0.6
1729,Disciplined,0.398,0.712,682.91,0.4
1730,Disciplined,0.34,0.632,792.53,0.4
1731,Weekend_Impulse,0.534,0.596,987.31,0.5
1732,Salary_Splurger,0.771,0.43,1378.3,0.5
1733,Weekend_Impulse,0.643,0.403,1022.13,0.5
1734,Weekend_Impulse,0.658,0.514,970.41,0.5
1735,Disciplined,0.319,0.643,879.1,0.4
1736,Disciplined,0.422,0.612,748.07,0.4
1737,Disciplined,0.385,0.676,857.9,0.4
1738,Salary_Splurger,0.774,0.364,1434.92,0.5
1739,Weekend_Impulse,0.581,0.487,683.41,0.5
1740,Disciplined,0.49,0.608,683.87,0.4
1741,Weekend_Impulse,0.518,0.584,1235.7,0.5
1742,Disciplined,0.404,0.714,966.97,0.4
1743,Weekend_Impulse,0.638,0.515,967.73,0.5
1744,Disciplined,0.471,0.739,716.82,0.4
1745,Disciplined,0.375,0.726,801.18,0.4
1746,Disciplined,0.362,0.601,786.97,0.4
1747,Salary_Splurger,0.765,0.411,1108.75,0.5
1748,Disciplined,0.438,0.669,854.07,0.4
1749,Emotional_Night,0.769,0.463,852.42,0.6
1750,Disciplined,0.31,0.615,866.2,0.4
1751,Disciplined,0.397,0.627,913.12,0.4
1752,Disciplined,0.394,0.626,888.41,0.4
1753,Disciplined,0.33,0.786,839.33,0.4
1754,Salary_Splurger,0.648,0.366,1931.37,0.5
1755,Weekend_Impulse,0.512,0.564,955.83,0.5
1756,Disciplined,0.403,0.75,806.38,0.4
1757,Weekend_Impulse,0.577,0.599,1032.57,0.5
1758,Disciplined,0.319,0.688,815.52,0.4
1759,Salary_Splurger,0.777,0.343,1205.63,0.5
1760,Disciplined,0.374,0.726,785.36,0.4
1761,Disciplined,0.483,0.651,919.19,0.4
1762,Disciplined,0.367,0.745,782.31,0.4
1763,Weekend_Impulse,0.654,0.425,781.93,0.5
1764,Salary_Splurger,0.663,0.406,1267.58,0.5
1765,Salary_Splurger,0.747,0.36,1649.82,0.5
1766,Disciplined,0.428,0.693,779.59,0.4
1767,Weekend_Impulse,0.574,0.577,586.21,0.5
1768,Disciplined,0.33,0.752,800.72,0.4
1769,Disciplined,0.427,0.777,835.15,0.4
1770,Emotional_Night,0.731,0.48,472.96,0.6
1771,Disciplined,0.301,0.682,890.59,0.4
1772,Weekend_Impulse,0.525,0.531,948.66,0.5
1773,Weekend_Impulse,0.547,0.563,817.59,0.5
1774,Weekend_Impulse,0.613,0.47,552.05,0.5
1775,Disciplined,0.493,0.721,706.07,0.4
1776,Weekend_Impulse,0.603,0.471,992.2,0.5
1777,Disciplined,0.464,0.602,857.61,0.4
1778,Emotional_Night,0.769,0.496,545.95,0.6
1779,Weekend_Impulse,0.646,0.52,840.5,0.5
1780,Weekend_Impulse,0.537,0.489,826.2,0.5
1781,Disciplined,0.368,0.65,751.66,0.4
1782,Salary_Splurger,0.718,0.489,1982.79,0.5
1783,Weekend_Impulse,0.699,0.599,1055.69,0.5
1784,Disciplined,0.464,0.798,834.58,0.4
1785,Emotional_Night,0.867,0.326,761.09,0.6
1786,Disciplined,0.405,0.739,765.54,0.4
1787,Disciplined,0.414,0.668,807.68,0.4
1788,Emotional_Night,0.81,0.451,955.17,0.6
1789,Disciplined,0.42,0.699,862.14,0.4
1790,Disciplined,0.422,0.697,837.36,0.4
1791,Emotional_Night,0.804,0.203,619.11,0.6
1792,Salary_Splurger,0.611,0.364,1161.06,0.5
1793,Disciplined,0.45,0.735,699.84,0.4
1794,Weekend_Impulse,0.661,0.579,919.21,0.5
1795,Salary_Splurger,0.637,0.555,966.05,0.5
1796,Disciplined,0.397,0.655,949.77,0.4
1797,Disciplined,0.462,0.603,708.65,0.4
1798,Weekend_Impulse,0.634,0.456,1254.74,0.5
1799,Salary_Splurger,0.577,0.523,1926.75,0.5
1800,Weekend_Impulse,0.663,0.492,1130.56,0.5
1801,Salary_Splurger,0.686,0.538,2173.57,0.5
1802,Disciplined,0.473,0.708,962.98,0.4
1803,Disciplined,0.359,0.623,686.82,0.4
1804,Disciplined,0.405,0.636,733.58,0.4
1805,Salary_Splurger,0.597,0.575,1655.4,0.5
1806,Disciplined,0.455,0.656,899.61,0.4
1807,Salary_Splurger,0.579,0.42,985.24,0.5
1808,Weekend_Impulse,0.524,0.437,803.43,0.5
1809,Emotional_Night,0.707,0.456,388.05,0.6
1810,Salary_Splurger,0.738,0.394,1647.48,0.5
1811,Emotional_Night,0.715,0.405,833.56,0.6
1812,Weekend_Impulse,0.624,0.468,883.16,0.5
1813,Disciplined,0.473,0.656,776.34,0.4
1814,Emotional_Night,0.708,0.421,812.76,0.6
1815,Weekend_Impulse,0.663,0.412,686.02,0.5
1816,Disciplined,0.467,0.693,1078.82,0.4
1817,Weekend_Impulse,0.656,0.424,1053.53,0.5
1818,Weekend_Impulse,0.655,0.418,1254.14,0.5
1819,Weekend_Impulse,0.678,0.519,944.17,0.5
1820,Weekend_Impulse,0.695,0.485,1209.78,0.5
1821,Disciplined,0.493,0.637,883.37,0.4
1822,Emotional_Night,0.869,0.476,545.32,0.6
1823,Disciplined,0.387,0.628,766.3,0.4
1824,Emotional_Night,0.897,0.207,661.4,0.6
1825,Disciplined,0.346,0.73,753.18,0.4
1826,Weekend_Impulse,0.606,0.503,954.14,0.5
1827,Salary_Splurger,0.545,0.42,2275.92,0.5
1828,Disciplined,0.397,0.696,845.21,0.4
1829,Disciplined,0.36,0.705,896.86,0.4
1830,Disciplined,0.442,0.672,715.01,0.4
1831,Salary_Splurger,0.56,0.481,790.77,0.5
1832,Disciplined,0.386,0.613,813.33,0.4
1833,Weekend_Impulse,0.523,0.412,792.98,0.5
1834,Disciplined,0.355,0.664,808.33,0.4
1835,Emotional_Night,0.843,0.294,570.1,0.6
1836,Weekend_Impulse,0.59,0.424,869.08,0.5
1837,Disciplined,0.436,0.758,851.78,0.4
1838,Disciplined,0.314,0.68,827.51,0.4
1839,Emotional_Night,0.835,0.403,1051.66,0.6
1840,Disciplined,0.478,0.716,944.68,0.4
1841,Weekend_Impulse,0.606,0.478,1014.83,0.5
1842,Disciplined,0.373,0.712,846.61,0.4
1843,Emotional_Night,0.792,0.421,924.47,0.6
1844,Weekend_Impulse,0.669,0.456,1053.85,0.5
1845,Disciplined,0.482,0.771,690.13,0.4
1846,Disciplined,0.309,0.726,903.92,0.4
1847,Disciplined,0.458,0.702,805.62,0.4
1848,Emotional_Night,0.86,0.449,817.73,0.6
1849,Disciplined,0.439,0.76,803.96,0.4
1850,Emotional_Night,0.831,0.207,844.29,0.6
1851,Weekend_Impulse,0.531,0.598,674.76,0.5
1852,Weekend_Impulse,0.62,0.572,994.43,0.5
1853,Disciplined,0.364,0.753,710.74,0.4
1854,Disciplined,0.386,0.767,714.65,0.4
1855,Disciplined,0.47,0.725,798.57,0.4
1856,Salary_Splurger,0.634,0.347,1758.31,0.5
1857,Emotional_Night,0.884,0.427,198.32,0.6
1858,Salary_Splurger,0.742,0.498,1379.88,0.5
1859,Emotional_Night,0.709,0.226,661.41,0.6
1860,Weekend_Impulse,0.55,0.425,1472.61,0.5
1861,Disciplined,0.344,0.676,810.66,0.4
1862,Weekend_Impulse,0.59,0.545,1167.4,0.5
1863,Disciplined,0.356,0.788,771.29,0.4
1864,Weekend_Impulse,0.554,0.515,963.86,0.5
1865,Disciplined,0.324,0.669,841.48,0.4
1866,Disciplined,0.311,0.742,860.92,0.4
1867,Salary_Splurger,0.697,0.433,1306.44,0.5
1868,Emotional_Night,0.787,0.465,461.92,0.6
1869,Emotional_Night,0.768,0.278,415.96,0.6
1870,Disciplined,0.466,0.626,782.82,0.4
1871,Disciplined,0.355,0.613,819.43,0.4
1872,Emotional_Night,0.831,0.457,4.56,0.6
1873,Disciplined,0.355,0.661,906.86,0.4
1874,Weekend_Impulse,0.514,0.546,1065.61,0.5
1875,Salary_Splurger,0.544,0.538,2082.45,0.5
1876,Emotional_Night,0.87,0.28,717.11,0.6
1877,Disciplined,0.379,0.614,796.09,0.4
1878,Disciplined,0.387,0.794,876.8,0.4
1879,Disciplined,0.422,0.661,818.01,0.4
1880,Emotional_Night,0.7,0.463,491.01,0.6
1881,Weekend_Impulse,0.532,0.58,985.87,0.5
1882,Disciplined,0.346,0.722,864.53,0.4
1883,Weekend_Impulse,0.686,0.575,775.71,0.5
1884,Weekend_Impulse,0.625,0.507,1045.82,0.5
1885,Weekend_Impulse,0.514,0.408,1198.57,0.5
1886,Salary_Splurger,0.65,0.586,1613.65,0.5
1887,Weekend_Impulse,0.604,0.569,912.31,0.5
1888,Disciplined,0.438,0.677,702.32,0.4
1889,Emotional_Night,0.86,0.484,935.67,0.6
1890,Weekend_Impulse,0.524,0.532,903.33,0.5
1891,Salary_Splurger,0.666,0.517,1431.05,0.5
1892,Emotional_Night,0.738,0.364,722.61,0.6
1893,Disciplined,0.388,0.635,724.52,0.4
1894,Emotional_Night,0.787,0.229,381.93,0.6
1895,Salary_Splurger,0.794,0.312,1209.35,0.5
1896,Salary_Splurger,0.611,0.471,1656.92,0.5
1897,Disciplined,0.307,0.659,844.42,0.4
1898,Weekend_Impulse,0.615,0.534,831.09,0.5
1899,Salary_Splurger,0.74,0.346,1862.26,0.5
1900,Emotional_Night,0.818,0.397,735.46,0.6
1901,Salary_Splurger,0.606,0.596,1471.12,0.5
1902,Weekend_Impulse,0.606,0.434,953.99,0.5
1903,Weekend_Impulse,0.543,0.456,1279.88,0.5
1904,Weekend_Impulse,0.551,0.532,968.88,0.5
1905,Salary_Splurger,0.548,0.477,1914.28,0.5
1906,Salary_Splurger,0.586,0.363,1797.14,0.5
1907,Weekend_Impulse,0.66,0.501,848.73,0.5
1908,Disciplined,0.43,0.78,792.31,0.4
1909,Salary_Splurger,0.574,0.526,2148.9,0.5
1910,Emotional_Night,0.712,0.267,66.47,0.6
1911,Emotional_Night,0.839,0.459,910.44,0.6
1912,Disciplined,0.316,0.631,757.86,0.4
1913,Disciplined,0.39,0.789,771.29,0.4
1914,Disciplined,0.362,0.788,916.25,0.4
1915,Disciplined,0.483,0.604,810.88,0.4
1916,Weekend_Impulse,0.693,0.483,969.48,0.5
1917,Salary_Splurger,0.643,0.359,1880.81,0.5
1918,Weekend_Impulse,0.69,0.572,1124.94,0.5
1919,Disciplined,0.404,0.721,919.75,0.4
1920,Disciplined,0.384,0.634,859.38,0.4
1921,Disciplined,0.438,0.714,799.53,0.4
1922,Emotional_Night,0.867,0.228,716.78,0.6
1923,Disciplined,0.497,0.671,1003.53,0.4
1924,Disciplined,0.406,0.602,722.96,0.4
1925,Salary_Splurger,0.697,0.352,1549.94,0.5
1926,Weekend_Impulse,0.615,0.434,1148.44,0.5
1927,Disciplined,0.372,0.686,961.34,0.4
1928,Weekend_Impulse,0.562,0.577,1016.39,0.5
1929,Weekend_Impulse,0.661,0.485,793.77,0.5
1930,Emotional_Night,0.824,0.286,8.6,0.6
1931,Disciplined,0.361,0.782,855.75,0.4
1932,Weekend_Impulse,0.695,0.558,656.42,0.5
1933,Emotional_Night,0.844,0.414,840.0,0.6
1934,Disciplined,0.331,0.609,854.55,0.4
1935,Weekend_Impulse,0.598,0.408,671.61,0.5
1936,Salary_Splurger,0.527,0.364,717.84,0.5
1937,Disciplined,0.352,0.622,868.21,0.4
1938,Weekend_Impulse,0.514,0.552,1157.15,0.5
1939,Salary_Splurger,0.571,0.585,1634.34,0.5
1940,Disciplined,0.387,0.652,919.96,0.4
1941,Disciplined,0.356,0.719,870.46,0.4
1942,Disciplined,0.492,0.643,717.01,0.4
1943,Emotional_Night,0.708,0.465,281.63,0.6
1944,Emotional_Night,0.739,0.23,846.03,0.6
1945,Disciplined,0.416,0.686,840.1,0.4
1946,Disciplined,0.433,0.658,668.44,0.4
1947,Weekend_Impulse,0.626,0.437,809.61,0.5
1948,Salary_Splurger,0.733,0.379,1866.67,0.5
1949,Weekend_Impulse,0.542,0.577,980.69,0.5
1950,Weekend_Impulse,0.598,0.411,1060.82,0.5
1951,Weekend_Impulse,0.57,0.553,727.06,0.5
1952,Disciplined,0.451,0.742,714.95,0.4
1953,Weekend_Impulse,0.559,0.492,888.07,0.5
1954,Emotional_Night,0.794,0.412,545.37,0.6
1955,Emotional_Night,0.797,0.336,119.25,0.6
1956,Weekend_Impulse,0.603,0.416,1049.37,0.5
1957,Disciplined,0.342,0.619,796.55,0.4
1958,Disciplined,0.386,0.632,808.3,0.4
1959,Disciplined,0.391,0.615,917.22,0.4
1960,Salary_Splurger,0.604,0.571,1604.84,0.5
1961,Weekend_Impulse,0.567,0.449,780.34,0.5
1962,Weekend_Impulse,0.561,0.439,445.15,0.5
1963,Disciplined,0.468,0.726,775.91,0.4
1964,Weekend_Impulse,0.681,0.464,844.11,0.5
1965,Disciplined,0.44,0.739,761.08,0.4
1966,Weekend_Impulse,0.524,0.57,1049.45,0.5
1967,Emotional_Night,0.719,0.407,936.76,0.6
1968,Weekend_Impulse,0.657,0.582,1004.4,0.5
1969,Disciplined,0.464,0.679,912.71,0.4
1970,Disciplined,0.33,0.733,879.42,0.4
1971,Weekend_Impulse,0.541,0.528,969.08,0.5
1972,Emotional_Night,0.748,0.49,749.02,0.6
1973,Disciplined,0.434,0.607,859.17,0.4
1974,Disciplined,0.392,0.701,846.02,0.4
1975,Disciplined,0.407,0.681,872.25,0.4
1976,Disciplined,0.382,0.786,800.47,0.4
1977,Emotional_Night,0.826,0.453,869.13,0.6
1978,Salary_Splurger,0.791,0.529,1259.16,0.5
1979,Disciplined,0.36,0.636,960.87,0.4
1980,Emotional_Night,0.803,0.204,755.6,0.6
1981,Disciplined,0.328,0.665,727.38,0.4
1982,Disciplined,0.455,0.724,861.39,0.4
1983,Emotional_Night,0.826,0.201,606.89,0.6
1984,Emotional_Night,0.702,0.393,235.52,0.6
1985,Emotional_Night,0.716,0.341,454.05,0.6
1986,Disciplined,0.324,0.69,750.0,0.4
1987,Emotional_Night,0.766,0.447,974.26,0.6
1988,Disciplined,0.328,0.79,658.81,0.4
1989,Emotional_Night,0.784,0.44,533.34,0.6
1990,Disciplined,0.447,0.643,818.08,0.4
1991,Emotional_Night,0.707,0.227,599.23,0.6
1992,Emotional_Night,0.884,0.303,582.07,0.6
1993,Disciplined,0.461,0.699,957.57,0.4
1994,Salary_Splurger,0.714,0.446,582.6,0.5
1995,Salary_Splurger,0.59,0.384,1612.57,0.5
1996,Disciplined,0.492,0.716,632.01,0.4
1997,Weekend_Impulse,0.621,0.424,1092.41,0.5
1998,Disciplined,0.33,0.724,704.19,0.4
1999,Emotional_Night,0.78,0.214,435.01,0.6
2000,Weekend_Impulse,0.53,0.529,1149.88,0.5
2001,Emotional_Night,0.868,0.453,1229.57,0.6
2002,Emotional_Night,0.81,0.383,824.71,0.6
2003,Weekend_Impulse,0.513,0.58,974.58,0.5
2004,Disciplined,0.483,0.761,841.89,0.4
2005,Salary_Splurger,0.786,0.536,1709.99,0.5
2006,Disciplined,0.333,0.639,966.69,0.4
2007,Disciplined,0.493,0.605,722.05,0.4
2008,Emotional_Night,0.785,0.472,334.76,0.6
2009,Weekend_Impulse,0.684,0.44,1338.83,0.5
2010,Disciplined,0.48,0.674,713.42,0.4
2011,Disciplined,0.389,0.766,815.58,0.4
2012,Disciplined,0.414,0.799,771.61,0.4
2013,Disciplined,0.491,0.721,715.74,0.4
2014,Disciplined,0.388,0.638,747.07,0.4
2015,Disciplined,0.332,0.74,781.09,0.4
2016,Weekend_Impulse,0.697,0.576,1013.27,0.5
2017,Emotional_Night,0.814,0.317,503.01,0.6
2018,Salary_Splurger,0.723,0.583,2120.24,0.5
2019,Emotional_Night,0.89,0.303,676.65,0.6
2020,Disciplined,0.328,0.699,703.74,0.4
2021,Disciplined,0.326,0.75,590.9,0.4
2022,Salary_Splurger,0.547,0.345,1388.29,0.5
2023,Weekend_Impulse,0.548,0.554,903.72,0.5
2024,Disciplined,0.454,0.767,571.9,0.4
2025,Weekend_Impulse,0.629,0.435,1126.96,0.5
2026,Disciplined,0.468,0.759,886.12,0.4
2027,Disciplined,0.438,0.744,893.34,0.4
2028,Disciplined,0.32,0.743,815.57,0.4
2029,Weekend_Impulse,0.607,0.444,814.95,0.5
2030,Disciplined,0.376,0.756,728.48,0.4
2031,Salary_Splurger,0.691,0.476,1297.83,0.5
2032,Disciplined,0.482,0.682,888.12,0.4
2033,Weekend_Impulse,0.678,0.46,1370.81,0.5
2034,Weekend_Impulse,0.509,0.561,873.26,0.5
2035,Disciplined,0.437,0.604,855.97,0.4
2036,Disciplined,0.441,0.607,780.76,0.4
2037,Disciplined,0.403,0.615,776.62,0.4
2038,Disciplined,0.367,0.641,979.66,0.4
2039,Disciplined,0.354,0.639,830.46,0.4
2040,Emotional_Night,0.717,0.268,742.55,0.6
2041,Disciplined,0.491,0.657,536.25,0.4
2042,Disciplined,0.306,0.79,677.46,0.4
2043,Weekend_Impulse,0.56,0.584,1151.64,0.5
2044,Disciplined,0.474,0.66,817.19,0.4
2045,Emotional_Night,0.716,0.474,542.63,0.6
2046,Salary_Splurger,0.647,0.41,1177.31,0.5
2047,Disciplined,0.419,0.726,711.56,0.4
2048,Weekend_Impulse,0.53,0.53,1078.77,0.5
2049,Disciplined,0.491,0.633,763.29,0.4
2050,Emotional_Night,0.818,0.266,610.04,0.6
2051,Weekend_Impulse,0.561,0.411,1105.53,0.5
2052,Weekend_Impulse,0.666,0.444,1077.41,0.5
2053,Emotional_Night,0.712,0.386,247.68,0.6
2054,Disciplined,0.304,0.714,924.08,0.4
2055,Emotional_Night,0.754,0.486,1113.54,0.6
2056,Weekend_Impulse,0.592,0.567,1018.8,0.5
2057,Weekend_Impulse,0.587,0.493,1085.14,0.5
2058,Weekend_Impulse,0.635,0.403,882.88,0.5
2059,Weekend_Impulse,0.602,0.428,982.87,0.5
2060,Emotional_Night,0.782,0.257,371.81,0.6
2061,Disciplined,0.334,0.748,665.58,0.4
2062,Weekend_Impulse,0.67,0.509,532.63,0.5
2063,Disciplined,0.464,0.75,826.93,0.4
2064,Salary_Splurger,0.549,0.453,1261.6,0.5
2065,Emotional_Night,0.828,0.229,490.67,0.6
2066,Weekend_Impulse,0.584,0.56,1211.21,0.5
2067,Emotional_Night,0.898,0.424,792.68,0.6
2068,Weekend_Impulse,0.662,0.575,1177.31,0.5
2069,Disciplined,0.402,0.713,920.49,0.4
2070,Weekend_Impulse,0.673,0.529,1191.8,0.5
2071,Weekend_Impulse,0.615,0.411,1109.01,0.5
2072,Disciplined,0.392,0.718,875.75,0.4
2073,Weekend_Impulse,0.662,0.425,901.09,0.5
2074,Disciplined,0.439,0.752,820.92,0.4
2075,Weekend_Impulse,0.665,0.591,1151.87,0.5
2076,Disciplined,0.464,0.672,928.28,0.4
2077,Weekend_Impulse,0.572,0.515,1363.66,0.5
2078,Disciplined,0.469,0.6,887.81,0.4
2079,Weekend_Impulse,0.646,0.532,1003.98,0.5
2080,Weekend_Impulse,0.543,0.523,1130.02,0.5
2081,Weekend_Impulse,0.607,0.482,702.28,0.5
2082,Disciplined,0.349,0.669,974.77,0.4
2083,Disciplined,0.323,0.616,842.65,0.4
2084,Disciplined,0.499,0.761,737.91,0.4
2085,Emotional_Night,0.882,0.433,356.26,0.6
2086,Emotional_Night,0.873,0.464,1482.72,0.6
2087,Salary_Splurger,0.743,0.314,1648.06,0.5
2088,Emotional_Night,0.722,0.286,1009.95,0.6
2089,Disciplined,0.341,0.614,628.44,0.4
2090,Salary_Splurger,0.772,0.594,1287.93,0.5
2091,Disciplined,0.415,0.797,896.17,0.4
2092,Salary_Splurger,0.74,0.315,1214.58,0.5
2093,Emotional_Night,0.802,0.3,703.23,0.6
2094,Disciplined,0.495,0.675,798.92,0.4
2095,Emotional_Night,0.891,0.413,972.48,0.6
2096,Weekend_Impulse,0.608,0.522,1216.35,0.5
2097,Salary_Splurger,0.784,0.456,1493.02,0.5
2098,Emotional_Night,0.71,0.209,1015.45,0.6
2099,Disciplined,0.473,0.761,644.52,0.4
2100,Disciplined,0.421,0.615,879.05,0.4
2101,Emotional_Night,0.764,0.232,983.04,0.6
2102,Disciplined,0.375,0.622,907.18,0.4
2103,Disciplined,0.444,0.621,681.01,0.4
2104,Disciplined,0.353,0.705,679.89,0.4
2105,Salary_Splurger,0.729,0.451,1665.79,0.5
2106,Salary_Splurger,0.761,0.514,1656.66,0.5
2107,Emotional_Night,0.876,0.42,431.34,0.6
2108,Salary_Splurger,0.792,0.366,1573.18,0.5
2109,Salary_Splurger,0.601,0.306,1421.32,0.5
2110,Disciplined,0.471,0.626,610.74,0.4
2111,Disciplined,0.414,0.693,781.39,0.4
2112,Salary_Splurger,0.642,0.432,1447.07,0.5
2113,Disciplined,0.395,0.708,845.75,0.4
2114,Disciplined,0.343,0.749,838.61,0.4
2115,Disciplined,0.31,0.69,873.7,0.4
2116,Emotional_Night,0.787,0.365,860.99,0.6
2117,Weekend_Impulse,0.526,0.439,1103.43,0.5
2118,Weekend_Impulse,0.573,0.423,1093.83,0.5
2119,Weekend_Impulse,0.506,0.43,828.36,0.5
2120,Salary_Splurger,0.516,0.491,1643.78,0.5
2121,Emotional_Night,0.889,0.246,215.31,0.6
2122,Weekend_Impulse,0.607,0.564,1110.56,0.5
2123,Weekend_Impulse,0.662,0.532,1041.13,0.5
2124,Weekend_Impulse,0.507,0.499,1256.0,0.5
2125,Emotional_Night,0.845,0.245,390.86,0.6
2126,Disciplined,0.493,0.728,792.47,0.4
2127,Emotional_Night,0.742,0.477,733.7,0.6
2128,Weekend_Impulse,0.652,0.57,838.37,0.5
2129,Disciplined,0.481,0.601,966.07,0.4
2130,Salary_Splurger,0.542,0.496,1342.16,0.5
2131,Disciplined,0.423,0.601,819.64,0.4
2132,Disciplined,0.34,0.644,959.83,0.4
2133,Salary_Splurger,0.677,0.484,1192.78,0.5
2134,Weekend_Impulse,0.519,0.556,782.26,0.5
2135,Emotional_Night,0.724,0.389,1327.88,0.6
2136,Emotional_Night,0.77,0.331,329.56,0.6
2137,Emotional_Night,0.835,0.267,795.4,0.6
2138,Salary_Splurger,0.634,0.467,1306.62,0.5
2139,Weekend_Impulse,0.629,0.546,798.54,0.5
2140,Weekend_Impulse,0.689,0.48,613.89,0.5
2141,Emotional_Night,0.755,0.232,627.08,0.6
2142,Emotional_Night,0.813,0.469,238.85,0.6
2143,Disciplined,0.38,0.709,884.21,0.4
2144,Emotional_Night,0.734,0.222,361.89,0.6
2145,Emotional_Night,0.753,0.231,901.01,0.6
2146,Disciplined,0.412,0.635,871.86,0.4
2147,Disciplined,0.385,0.794,735.76,0.4
2148,Emotional_Night,0.81,0.251,479.09,0.6
2149,Emotional_Night,0.761,0.493,781.36,0.6
2150,Weekend_Impulse,0.586,0.403,1097.41,0.5
2151,Salary_Splurger,0.544,0.43,885.15,0.5
2152,Weekend_Impulse,0.638,0.537,1011.79,0.5
2153,Emotional_Night,0.705,0.4,331.91,0.6
2154,Weekend_Impulse,0.621,0.468,1378.81,0.5
2155,Weekend_Impulse,0.633,0.515,571.94,0.5
2156,Disciplined,0.347,0.657,726.05,0.4
2157,Disciplined,0.437,0.668,680.95,0.4
2158,Emotional_Night,0.816,0.4,281.25,0.6
2159,Disciplined,0.457,0.677,671.46,0.4
2160,Salary_Splurger,0.787,0.325,1170.71,0.5
2161,Salary_Splurger,0.57,0.478,1815.78,0.5
2162,Disciplined,0.375,0.729,832.19,0.4
2163,Emotional_Night,0.827,0.365,514.5,0.6
2164,Emotional_Night,0.838,0.262,556.28,0.6
2165,Weekend_Impulse,0.699,0.592,1154.77,0.5
2166,Disciplined,0.306,0.779,881.16,0.4
2167,Disciplined,0.328,0.696,877.57,0.4
2168,Disciplined,0.406,0.766,827.8,0.4
2169,Emotional_Night,0.843,0.408,732.05,0.6
2170,Weekend_Impulse,0.602,0.488,1084.49,0.5
2171,Weekend_Impulse,0.632,0.415,711.5,0.5
2172,Disciplined,0.417,0.724,845.9,0.4
2173,Disciplined,0.445,0.633,741.92,0.4
2174,Disciplined,0.333,0.732,776.62,0.4
2175,Emotional_Night,0.82,0.484,401.93,0.6
2176,Salary_Splurger,0.748,0.312,1336.54,0.5
2177,Emotional_Night,0.838,0.203,1386.2,0.6
2178,Weekend_Impulse,0.66,0.483,1146.48,0.5
2179,Salary_Splurger,0.689,0.339,1372.13,0.5
2180,Disciplined,0.367,0.788,713.98,0.4
2181,Salary_Splurger,0.679,0.307,857.61,0.5
2182,Disciplined,0.351,0.699,728.46,0.4
2183,Disciplined,0.359,0.752,739.83,0.4
2184,Disciplined,0.31,0.654,758.09,0.4
2185,Disciplined,0.313,0.778,863.91,0.4
2186,Emotional_Night,0.742,0.214,1073.88,0.6
2187,Disciplined,0.343,0.654,831.61,0.4
2188,Weekend_Impulse,0.595,0.558,1202.22,0.5
2189,Weekend_Impulse,0.699,0.519,1102.65,0.5
2190,Salary_Splurger,0.644,0.384,1827.61,0.5
2191,Disciplined,0.491,0.746,725.91,0.4
2192,Disciplined,0.418,0.756,675.84,0.4
2193,Disciplined,0.396,0.685,693.87,0.4
2194,Emotional_Night,0.742,0.306,923.51,0.6
2195,Disciplined,0.361,0.736,654.92,0.4
2196,Disciplined,0.448,0.624,887.26,0.4
2197,Emotional_Night,0.885,0.243,754.48,0.6
2198,Weekend_Impulse,0.591,0.484,744.65,0.5
2199,Emotional_Night,0.866,0.36,599.25,0.6
2200,Disciplined,0.34,0.782,700.71,0.4
2201,Weekend_Impulse,0.541,0.598,1080.64,0.5
2202,Weekend_Impulse,0.616,0.523,1132.3,0.5
2203,Disciplined,0.338,0.71,940.33,0.4
2204,Emotional_Night,0.746,0.464,454.63,0.6
2205,Weekend_Impulse,0.558,0.558,1066.28,0.5
2206,Disciplined,0.388,0.787,885.75,0.4
2207,Disciplined,0.423,0.614,583.03,0.4
2208,Emotional_Night,0.825,0.323,1260.26,0.6
2209,Weekend_Impulse,0.527,0.47,1065.01,0.5
2210,Emotional_Night,0.716,0.258,696.12,0.6
2211,Disciplined,0.319,0.73,802.06,0.4
2212,Emotional_Night,0.84,0.445,420.67,0.6
2213,Emotional_Night,0.829,0.497,517.31,0.6
